ResponseId,R_ID,category,catID,qID,OpinionQ,id,newid
R_NXEacltZ2N0VRPX,188,opinion,1,188,What are your thoughts on whether Trump's election was stolen?,R_NXEacltZ2N0VRPX-opinion-188,188-1-188
R_xm8uPpEpQp2TKJr,189,opinion,1,189,How do controversial issues affect your daily life?,R_xm8uPpEpQp2TKJr-opinion-189,189-1-189
R_03r4s7y5kXL06hX,190,opinion,1,190,What is your stance on gun control?,R_03r4s7y5kXL06hX-opinion-190,190-1-190
R_2Bap89oejkuQFSJ,191,opinion,1,191,How do you feel about Kanye West,R_2Bap89oejkuQFSJ-opinion-191,191-1-191
R_2c6GrONe60EOotb,192,opinion,1,192,How do you feel about roe v wade?,R_2c6GrONe60EOotb-opinion-192,192-1-192
R_2CHwDxPD7RSfm9J,193,opinion,1,193,What is your stand on abortion,R_2CHwDxPD7RSfm9J-opinion-193,193-1-193
R_2645ZErow26mpOy,194,opinion,1,194,"Please tell me/ us about your opinion or belief about the Government whether Federal or State controlling a biological process of pregnancy, &/ or birth control",R_2645ZErow26mpOy-opinion-194,194-1-194
R_OfEUsQCTskRqs2l,195,opinion,1,195,do you believe in Santa,R_OfEUsQCTskRqs2l-opinion-195,195-1-195
R_3PSnKv6hqVj73PD,196,opinion,1,196,Do you believe in global warming? Please explain why or why not.,R_3PSnKv6hqVj73PD-opinion-196,196-1-196
R_5osHlJwx4xnc4Bb,197,opinion,1,197,What is the topic you and your parents cannot agree on?,R_5osHlJwx4xnc4Bb-opinion-197,197-1-197
R_x5u6Ei2m8OB3n4R,198,opinion,1,198,How do you feel about working with a far right pro life team member?,R_x5u6Ei2m8OB3n4R-opinion-198,198-1-198
R_11XwaCpaJWAzxRB,199,opinion,1,199,What is your stance on abortion?,R_11XwaCpaJWAzxRB-opinion-199,199-1-199
R_2tEfKP6Y0zbpvMZ,200,opinion,1,200,Do you think it was acceptable for some industries (especially medical and health care industries) to mandate vaccination for Covid-19? Even in states where the Federal Government's mandate was struck down by the Supreme Court?,R_2tEfKP6Y0zbpvMZ-opinion-200,200-1-200
R_s75FySDIqCMicBH,201,opinion,1,201,What do you think has been the most controversial issue facing the United States this year?,R_s75FySDIqCMicBH-opinion-201,201-1-201
R_2fg0jRuTKj7C9vo,202,opinion,1,202,How do you feel about gun control? Please explain why you answered the way you did.,R_2fg0jRuTKj7C9vo-opinion-202,202-1-202
R_0ulFiN17aUopcU9,203,opinion,1,203,How do you feel about pregnancy choice centers?,R_0ulFiN17aUopcU9-opinion-203,203-1-203
R_1EYTKFHcUewKEpo,204,opinion,1,204,How to you feel about the decision to overturn Roe vs Wade?,R_1EYTKFHcUewKEpo-opinion-204,204-1-204
R_2urghRUuAdWVQkp,205,opinion,1,205,The most controversial issue on my mind is: Why does our current president refuse to address the issues at our Southern border that are changing the complexion of our country?,R_2urghRUuAdWVQkp-opinion-205,205-1-205
R_3sz8fWBekIlEbfE,206,opinion,1,206,How do you feel about gun control legislation?,R_3sz8fWBekIlEbfE-opinion-206,206-1-206
R_3Rw2cNMImOjbipf,207,opinion,1,207,How do you feel about women's reproductive rights?,R_3Rw2cNMImOjbipf-opinion-207,207-1-207
R_2zeBbVcT9pktRcZ,208,opinion,1,208,What is your opinion on defunding the police?,R_2zeBbVcT9pktRcZ-opinion-208,208-1-208
R_3Rr0qfAzZMuPA7P,209,opinion,1,209,Let's hear your on blunt feelings on abortion,R_3Rr0qfAzZMuPA7P-opinion-209,209-1-209
R_1Dpphk3Bu9v7xG4,210,opinion,1,210,What is your opinion on a current controversial issue?,R_1Dpphk3Bu9v7xG4-opinion-210,210-1-210
R_2aaFn7eVSbN3PfR,211,opinion,1,211,Why should gay marriage be made legal in all 50 states?,R_2aaFn7eVSbN3PfR-opinion-211,211-1-211
R_3m2fQaeoh1O2ZUA,212,opinion,1,212,What is your most controversial opinion?,R_3m2fQaeoh1O2ZUA-opinion-212,212-1-212
R_WlH4CEm35h9Pt61,213,opinion,1,213,Under what circumstances should the death penalty be justified?,R_WlH4CEm35h9Pt61-opinion-213,213-1-213
R_2OMXoTERQdtMgH7,214,opinion,1,214,What is your thoughts on the energy Crisis?,R_2OMXoTERQdtMgH7-opinion-214,214-1-214
R_Z8mR8N8FDaEBBYd,215,opinion,1,215,How do you feel about some of the issues plaguing our society right now?,R_Z8mR8N8FDaEBBYd-opinion-215,215-1-215
R_1GDl10vuYZr74aJ,216,opinion,1,216,abortion views,R_1GDl10vuYZr74aJ-opinion-216,216-1-216
R_24i0Lud6anGKtao,217,opinion,1,217,what are your beliefs about abortion?,R_24i0Lud6anGKtao-opinion-217,217-1-217
R_1mJL2cxWopeOnlC,218,opinion,1,218,Where do stand on abortion?,R_1mJL2cxWopeOnlC-opinion-218,218-1-218
R_3h3FNuvONTXhLL1,219,opinion,1,219,At what point do you consider a fetus a person?,R_3h3FNuvONTXhLL1-opinion-219,219-1-219
R_1o0Zm9mJ9QqyFmN,220,opinion,1,220,What are your thoughts on the current U.S Supreme Court?,R_1o0Zm9mJ9QqyFmN-opinion-220,220-1-220
R_1dcr2xG2Dk9CwS7,221,opinion,1,221,What do you think about the new abortion ruling?,R_1dcr2xG2Dk9CwS7-opinion-221,221-1-221
R_xbi0FBHwNJHoEGB,222,opinion,1,222,What are your thoughts on abortion?,R_xbi0FBHwNJHoEGB-opinion-222,222-1-222
R_pnRWzetUESCynvj,223,opinion,1,223,How do you feel about the current economy?,R_pnRWzetUESCynvj-opinion-223,223-1-223
R_2q9sGO6iCC1CxW3,224,opinion,1,224,What is your stance on the education system?,R_2q9sGO6iCC1CxW3-opinion-224,224-1-224
R_3Ib4lfesFfZMCg3,225,opinion,1,225,What are the main factors behind your opinion on this controversial issue?,R_3Ib4lfesFfZMCg3-opinion-225,225-1-225
R_2OJvjCR1NdjqUyb,226,opinion,1,226,"What are your views on the abortion issue, and how have your opinions on this changed over the years?",R_2OJvjCR1NdjqUyb-opinion-226,226-1-226
R_3HzwFQMkXJ2hm5T,227,opinion,1,227,Do you think guns should be banned,R_3HzwFQMkXJ2hm5T-opinion-227,227-1-227
R_3OrxostEFdXhyt6,228,opinion,1,228,"do you like to answer questions , if so why/why not",R_3OrxostEFdXhyt6-opinion-228,228-1-228
R_wXYVsG1DSdadLG1,229,opinion,1,229,Do you think healthcare should be available to all equally in America,R_wXYVsG1DSdadLG1-opinion-229,229-1-229
R_2zCw1Tgh3SadIh8,230,opinion,1,230,How often do you think against the common public opinion?,R_2zCw1Tgh3SadIh8-opinion-230,230-1-230
R_1PSDyucnjDZXgOs,231,opinion,1,231,Are you in favor of abortion?,R_1PSDyucnjDZXgOs-opinion-231,231-1-231
R_1FeSjTTXy4320G4,232,opinion,1,232,Do you think abortion should be legal?,R_1FeSjTTXy4320G4-opinion-232,232-1-232
R_29s4qSqp6VnMXaI,233,opinion,1,233,how do you feel about controversial issues,R_29s4qSqp6VnMXaI-opinion-233,233-1-233
R_1C1oQdNXgdTYEoh,234,opinion,1,234,What is your stance on abortion?,R_1C1oQdNXgdTYEoh-opinion-234,234-1-234
R_1poNcbiWmGjtykX,235,opinion,1,235,What are your thoughts on abortion?,R_1poNcbiWmGjtykX-opinion-235,235-1-235
R_1dKBMc3nAfg6ld7,236,opinion,1,236,How would you describe your beliefs about climate change?,R_1dKBMc3nAfg6ld7-opinion-236,236-1-236
R_2VqkCiXWtgaBLDQ,237,opinion,1,237,Why are Republicans and Democrats more heavily divided than at any other time in history?,R_2VqkCiXWtgaBLDQ-opinion-237,237-1-237
R_1lhldiwGyehkjS6,238,opinion,1,238,Should we overturn Roe v. Wade?,R_1lhldiwGyehkjS6-opinion-238,238-1-238
R_1i3QyvNAEueclbz,239,opinion,1,239,Is there a higher power?,R_1i3QyvNAEueclbz-opinion-239,239-1-239
R_1IuDezZUuKqCaNC,240,opinion,1,240,Do you think believers of this controversial issue are correct in their belief and why?,R_1IuDezZUuKqCaNC-opinion-240,240-1-240
R_eqG8NNcdBHBRVU5,241,opinion,1,241,To what extent should civilians be allowed to protect themselves with weapons?,R_eqG8NNcdBHBRVU5-opinion-241,241-1-241
R_3fvFDGRt87ccNrU,242,opinion,1,242,What is a social issue that you feel strongly about and why?,R_3fvFDGRt87ccNrU-opinion-242,242-1-242
R_3PcawGKDfnNjjpP,243,opinion,1,243,what is your opinion about female promiscuity?,R_3PcawGKDfnNjjpP-opinion-243,243-1-243
R_4HL4PdRJEKaBmZH,244,opinion,1,244,Do you believe in God?,R_4HL4PdRJEKaBmZH-opinion-244,244-1-244
R_sSQDcj9WrrJZq3n,245,opinion,1,245,How does all this gender talk make you feel?,R_sSQDcj9WrrJZq3n-opinion-245,245-1-245
R_3kHtzefTBARbspi,246,opinion,1,246,What is your opinion on abortion?,R_3kHtzefTBARbspi-opinion-246,246-1-246
R_RLzwAIgQ29mRyoh,247,opinion,1,247,What are your thoughts on the United States sending so much aid to Ukraine for the war against Russia?,R_RLzwAIgQ29mRyoh-opinion-247,247-1-247
R_2fEgnhciJ14zQEx,248,opinion,1,248,How do you feel about the Supreme court's decision on Roe V Wade?,R_2fEgnhciJ14zQEx-opinion-248,248-1-248
R_2pW66NBbJsGB30B,249,opinion,1,249,When do you believe life begins at conception or at viability?,R_2pW66NBbJsGB30B-opinion-249,249-1-249
R_1esJu1BhE0POyP8,250,opinion,1,250,How do you feel about trump calling to reinstate him as president and amend the constitution?,R_1esJu1BhE0POyP8-opinion-250,250-1-250
R_vI7cFgWhX7m3Jtv,251,opinion,1,251,What measures should be taken to decrease gun violence?,R_vI7cFgWhX7m3Jtv-opinion-251,251-1-251
R_2dQE9X9vjXcehR2,252,opinion,1,252,What are your opinions on Roe v. Wade?,R_2dQE9X9vjXcehR2-opinion-252,252-1-252
R_2U3jhNACUkJ8yol,253,opinion,1,253,Does all education need to be online,R_2U3jhNACUkJ8yol-opinion-253,253-1-253
R_33rSfDMT56TPBeF,254,opinion,1,254,What views do you hold that you believe are against the majority opinion?,R_33rSfDMT56TPBeF-opinion-254,254-1-254
R_0j5q8gPIzPt1tAJ,255,opinion,1,255,Under what circumstances should women have access to abortions?,R_0j5q8gPIzPt1tAJ-opinion-255,255-1-255
R_3MyyDzQpuWaeJCx,256,opinion,1,256,What kind of person would you dislike?,R_3MyyDzQpuWaeJCx-opinion-256,256-1-256
R_1M3P3DPuLcV91iq,257,opinion,1,257,What can the US do to prevent election deniers in the future?,R_1M3P3DPuLcV91iq-opinion-257,257-1-257
R_2aXFGis7oML1flu,258,opinion,1,258,What is your opinion on gun control?,R_2aXFGis7oML1flu-opinion-258,258-1-258
R_UgRDu7UCHDnnFpT,259,opinion,1,259,"Where does/should freedom of speech end, if at all?",R_UgRDu7UCHDnnFpT-opinion-259,259-1-259
R_3fq0qo8IZzFSSUb,260,opinion,1,260,What do you believe is the biggest cause of climate change?,R_3fq0qo8IZzFSSUb-opinion-260,260-1-260
R_3MPzGy1aPvcu5G1,261,opinion,1,261,What is your position on abortion,R_3MPzGy1aPvcu5G1-opinion-261,261-1-261
R_6rlsWMBNaTsTd0B,262,opinion,1,262,Do you support or oppose the Supreme Court's overturning of Roe v. Wade?,R_6rlsWMBNaTsTd0B-opinion-262,262-1-262
R_1d6uBSESDeTg5iK,263,opinion,1,263,Do you think Trump should run for president in 2024?,R_1d6uBSESDeTg5iK-opinion-263,263-1-263
R_zVaaRe4jsertFT3,264,opinion,1,264,What is your opinion on when life begins in the womb?,R_zVaaRe4jsertFT3-opinion-264,264-1-264
R_1NyytHPHUWR2CAW,265,opinion,1,265,Which political party did you vote for last election,R_1NyytHPHUWR2CAW-opinion-265,265-1-265
R_yOp7Vp42QKwTHSV,266,opinion,1,266,Are trans-women really women?,R_yOp7Vp42QKwTHSV-opinion-266,266-1-266
R_51pnrZ7nyv2ikPD,267,opinion,1,267,How would you defend your stance to someone who feels differently than you?,R_51pnrZ7nyv2ikPD-opinion-267,267-1-267
R_2ZJohgHbTcQWK60,268,opinion,1,268,How do you feel about the purchase of Twitter by Elon Musk?,R_2ZJohgHbTcQWK60-opinion-268,268-1-268
R_3smPWn3lpQafeJN,269,opinion,1,269,How do you think the current president is doing?,R_3smPWn3lpQafeJN-opinion-269,269-1-269
R_3EKZlerQ2LDeWEZ,270,opinion,1,270,What are your thoughts on medically assisted suicide?,R_3EKZlerQ2LDeWEZ-opinion-270,270-1-270
R_3I6U15hcYK1F7A5,271,opinion,1,271,"If you wanted to have an abortion, what would it take for you to choose giving birth?",R_3I6U15hcYK1F7A5-opinion-271,271-1-271
R_2465s37cs34pjb4,272,opinion,1,272,Do you support the overturning of Roe V. Wade by the Supreme Court?,R_2465s37cs34pjb4-opinion-272,272-1-272
R_2YzAYqXdUb0hTM6,273,opinion,1,273,Should abortion be legal,R_2YzAYqXdUb0hTM6-opinion-273,273-1-273
R_2sbu8Gb6Vz5UiNh,274,opinion,1,274,What are the main threats of climate change?,R_2sbu8Gb6Vz5UiNh-opinion-274,274-1-274
R_1JDfFLTyYDaxQOs,275,opinion,1,275,do you think all people are very honest,R_1JDfFLTyYDaxQOs-opinion-275,275-1-275
R_24vKEsHOE2xjIqE,276,opinion,1,276,How do you feel about a woman's right to control what happens to their body during pregnancy?,R_24vKEsHOE2xjIqE-opinion-276,276-1-276
R_7NVEhv3HhKRvFLz,277,opinion,1,277,What is your opinion on access to safe and affordable abortions in the US?,R_7NVEhv3HhKRvFLz-opinion-277,277-1-277
R_1mUi1nbhVXUDzxy,278,opinion,1,278,What would you do to improve the economy?,R_1mUi1nbhVXUDzxy-opinion-278,278-1-278
R_e4CBXeu3dkrcXND,279,opinion,1,279,How do you feel about a woman's life being in danger because she lives in a state that bans abortion and her pregnancy could end up killing her?,R_e4CBXeu3dkrcXND-opinion-279,279-1-279
R_2VHBOG7QcFnqQQ1,280,opinion,1,280,What is your political orientation?,R_2VHBOG7QcFnqQQ1-opinion-280,280-1-280
R_21ghb3MWimj14dC,281,opinion,1,281,Where do you stand on the abortion debate?,R_21ghb3MWimj14dC-opinion-281,281-1-281
R_1I4rGYNbrojVyYg,282,opinion,1,282,"Do you agree with getting a vaccine, and why?",R_1I4rGYNbrojVyYg-opinion-282,282-1-282
R_1Oxz4BnAOnmRyxA,283,opinion,1,283,How do you feel about Kanye West's current viewpoints on the Jewish community?,R_1Oxz4BnAOnmRyxA-opinion-283,283-1-283
R_2pS7bVwzrA3vpuw,284,opinion,1,284,animal rights,R_2pS7bVwzrA3vpuw-opinion-284,284-1-284
R_xDv9M0V9l7Ao34t,285,opinion,1,285,How do you feel about the death penalty?,R_xDv9M0V9l7Ao34t-opinion-285,285-1-285
R_3Egn0qg9mKEbEwx,286,opinion,1,286,What are your thoughts on gay marriage?,R_3Egn0qg9mKEbEwx-opinion-286,286-1-286
R_AbKOOXiPhgNcwzn,287,opinion,1,287,What do you think of Donald Trump?,R_AbKOOXiPhgNcwzn-opinion-287,287-1-287
R_b1maCOPjgRvOY9z,288,opinion,1,288,Are you for or against abortion?,R_b1maCOPjgRvOY9z-opinion-288,288-1-288
R_1qfje7H2TzkK1Uc,289,opinion,1,289,"Sometimes we hold beliefs that we know not everyone agrees with. In a few sentences, could you describe a belief you hold that may be seen as controversial?",R_1qfje7H2TzkK1Uc-opinion-289,289-1-289
R_1gI2btT0Kj2NCY0,290,opinion,1,290,Why/why not do you believe that abortion is immoral?,R_1gI2btT0Kj2NCY0-opinion-290,290-1-290
R_3sgZ42NfCy4ZCFp,291,opinion,1,291,Would you sell a gun to a psychopath?,R_3sgZ42NfCy4ZCFp-opinion-291,291-1-291
R_PMWsLdH70FgyOuB,292,opinion,1,292,Do you believe in climate change?,R_PMWsLdH70FgyOuB-opinion-292,292-1-292
R_p6tc1G5nr92NO49,293,opinion,1,293,Do you think abortions should be a protected right and why?,R_p6tc1G5nr92NO49-opinion-293,293-1-293
R_3R7OKQ6FdkZoobY,294,opinion,1,294,Why do you think media blames gun rights and gun manufacturers and not mental illness for mass shootings?,R_3R7OKQ6FdkZoobY-opinion-294,294-1-294
R_vNMkjjQgOZnzDYB,295,opinion,1,295,Do you believe the government should do more or less about global warming?,R_vNMkjjQgOZnzDYB-opinion-295,295-1-295
R_2ALJCEMwLgapMSX,296,opinion,1,296,What is your opinion on abortion?,R_2ALJCEMwLgapMSX-opinion-296,296-1-296
R_798vUJFTiGs2Hi9,297,opinion,1,297,What changes do you think the government should take to further the use of renewable energy?,R_798vUJFTiGs2Hi9-opinion-297,297-1-297
R_2P6SSPdMFR2Wa6r,298,opinion,1,298,What is your opinion about abortion?,R_2P6SSPdMFR2Wa6r-opinion-298,298-1-298
R_O0ys4K3QQtOMKnT,299,opinion,1,299,How do you feel the government should address the national mental health crisis,R_O0ys4K3QQtOMKnT-opinion-299,299-1-299
R_11Zwy4mpWgpGzRC,300,opinion,1,300,Do you think global warming is real,R_11Zwy4mpWgpGzRC-opinion-300,300-1-300
R_3R7N90BKBm5yBko,301,opinion,1,301,What is your opinion of the reversal of Roe V Wade and the abortion issue?,R_3R7N90BKBm5yBko-opinion-301,301-1-301
R_2zI5190DVNFLYOt,302,opinion,1,302,How do you feel about climate change?,R_2zI5190DVNFLYOt-opinion-302,302-1-302
R_1lgTq8ZkqJmTZCN,303,opinion,1,303,Why do/don't you support abortion?,R_1lgTq8ZkqJmTZCN-opinion-303,303-1-303
R_2uKgLgRs9trWHC5,304,opinion,1,304,How do you feel about the recent changes in the US abortion laws?,R_2uKgLgRs9trWHC5-opinion-304,304-1-304
R_2Xaf2LtyeZhkkGc,305,opinion,1,305,Do you believe there should be more gun safety laws?,R_2Xaf2LtyeZhkkGc-opinion-305,305-1-305
R_22nt0sdkjWpQsBb,306,opinion,1,306,What makes capital punishment just or unjust?,R_22nt0sdkjWpQsBb-opinion-306,306-1-306
R_1f9iaObMUsWWCls,307,opinion,1,307,Was 9/11 an inside job?,R_1f9iaObMUsWWCls-opinion-307,307-1-307
R_1Le2ILbiC4BjOKZ,308,opinion,1,308,What is your opinion on gun control and why?,R_1Le2ILbiC4BjOKZ-opinion-308,308-1-308
R_sL6SxtNKeEpQgV3,309,opinion,1,309,Please write a bit about your opinion of the Supreme Court's decision on Roe v. Wade,R_sL6SxtNKeEpQgV3-opinion-309,309-1-309
R_2xDIHvgiI5mxJrA,310,opinion,1,310,What are your thoughts on abortion.,R_2xDIHvgiI5mxJrA-opinion-310,310-1-310
R_2xVO6KL9mEaCJDG,311,opinion,1,311,Do you believe Balenciaga should be taken off the market an investigated for possible child exploitation?,R_2xVO6KL9mEaCJDG-opinion-311,311-1-311
R_3kzYkgbS9bH3WgJ,312,opinion,1,312,Do you have a limit on freedom of speech and if so what is it?,R_3kzYkgbS9bH3WgJ-opinion-312,312-1-312
R_QhTT3b4ZpBzxVuh,313,opinion,1,313,How do you feel about billionaires like Bezos and Musk spending so much money on rockets going to space?,R_QhTT3b4ZpBzxVuh-opinion-313,313-1-313
R_1qgJvXOwbBV7NQS,314,opinion,1,314,How much to you agree/disagree with the following statement(s)?,R_1qgJvXOwbBV7NQS-opinion-314,314-1-314
R_1qf811QhpbAFSnD,315,opinion,1,315,"When confronted with a controversial issue, how do you respond to someone that has an opposing viewpoint",R_1qf811QhpbAFSnD-opinion-315,315-1-315
R_2ZP7VQKs08rDumg,316,opinion,1,316,What would be your biggest concern with the Federal Government subsidizing and overseeing a universal healthcare system with no premiums or insurance company gatekeepers?,R_2ZP7VQKs08rDumg-opinion-316,316-1-316
R_27EHGUe5EAIvPVb,317,opinion,1,317,Up to how many weeks should abortion be available?,R_27EHGUe5EAIvPVb-opinion-317,317-1-317
R_3kEUiz4dklob6Cp,318,opinion,1,318,What are your thoughts about racism?,R_3kEUiz4dklob6Cp-opinion-318,318-1-318
R_2YmNrUOKqIPZ7A7,319,opinion,1,319,What do you think about the recent infighting in America over abortion?,R_2YmNrUOKqIPZ7A7-opinion-319,319-1-319
R_3szCgigBNKvg6iK,320,opinion,1,320,Do you agree with the abortion ban decision of the Supreme Court?,R_3szCgigBNKvg6iK-opinion-320,320-1-320
R_25EZlZBD0cCkhXL,321,opinion,1,321,Can you tell us how you feel about the statements Kanye West has been making lately?,R_25EZlZBD0cCkhXL-opinion-321,321-1-321
R_SK5S1BqrcBvTXz3,322,opinion,1,322,What do you think about teenagers having abortion?,R_SK5S1BqrcBvTXz3-opinion-322,322-1-322
R_1QFUtOOpAcfoR5H,323,opinion,1,323,How do you view the rise in inflation?,R_1QFUtOOpAcfoR5H-opinion-323,323-1-323
R_1oioA4MP04RtdAp,324,opinion,1,324,"What are your nuanced, and unbiased thoughts on abortion?",R_1oioA4MP04RtdAp-opinion-324,324-1-324
R_3L1r18nN1u6kyNl,325,opinion,1,325,Do you think the death penalty should be abolished altogether?,R_3L1r18nN1u6kyNl-opinion-325,325-1-325
R_2ePaMVJrN0ZuHBX,326,opinion,1,326,What is your opinion on a touchy subject?,R_2ePaMVJrN0ZuHBX-opinion-326,326-1-326
R_11i0Qflr5Gn7cHj,327,opinion,1,327,what is your opinion relative to illegal immigration?,R_11i0Qflr5Gn7cHj-opinion-327,327-1-327
R_3KSA6nog0Vcz6uS,328,opinion,1,328,What is your opinion on same sex marriage?,R_3KSA6nog0Vcz6uS-opinion-328,328-1-328
R_2zqm2BVH1d0V9Q6,329,opinion,1,329,Why are Democrats allowed to get away with everything and republicans constantly persecuted?,R_2zqm2BVH1d0V9Q6-opinion-329,329-1-329
R_27IRacN0GQ00foD,330,opinion,1,330,"There are varying opinions on this issue, do you agree or disagree and for what reason?",R_27IRacN0GQ00foD-opinion-330,330-1-330
R_3rIiV9LUqoa89xg,331,opinion,1,331,Do you get into arguments often,R_3rIiV9LUqoa89xg-opinion-331,331-1-331
R_1LHUaknAqiBqLME,332,opinion,1,332,Should we close the southern border?,R_1LHUaknAqiBqLME-opinion-332,332-1-332
R_1DOUS3f8YAHcQN8,333,opinion,1,333,Please write about a topic you feel very strongly about,R_1DOUS3f8YAHcQN8-opinion-333,333-1-333
R_3mmjUZAqZRjXCF8,334,opinion,1,334,How do you feel about a controversial issue?,R_3mmjUZAqZRjXCF8-opinion-334,334-1-334
R_3Dp5bbfmPTz44dS,335,opinion,1,335,Why should abortion not be banned in the United States?,R_3Dp5bbfmPTz44dS-opinion-335,335-1-335
R_uy4dzpR0RVCMihr,336,opinion,1,336,what do you believe can be done about mass shootings?,R_uy4dzpR0RVCMihr-opinion-336,336-1-336
R_27d6rqAJ5LQ7yHE,337,opinion,1,337,What do you think about believes.,R_27d6rqAJ5LQ7yHE-opinion-337,337-1-337
R_1kZG1iLiHNmquiL,338,opinion,1,338,"For you, the cut off point to allow legal abortion is: __weeks",R_1kZG1iLiHNmquiL-opinion-338,338-1-338
R_2QuIuFtL6z3Axue,339,opinion,1,339,Would you vote for an otherwise qualified candidate who disagreed with you on this issue?,R_2QuIuFtL6z3Axue-opinion-339,339-1-339
R_1IEocFE0Idnx7Gj,340,opinion,1,340,Ask about a issue that they have a strong opinions about.,R_1IEocFE0Idnx7Gj-opinion-340,340-1-340
R_22FVoVsxp0odcFc,341,opinion,1,341,What is the the one controversial issue you feel the most passionate about?,R_22FVoVsxp0odcFc-opinion-341,341-1-341
R_2AGWgPvyzBrlcb8,342,opinion,1,342,How do you feel about late stage abortions?,R_2AGWgPvyzBrlcb8-opinion-342,342-1-342
R_3GqfvwZisvBFo0D,343,opinion,1,343,Do you think abortion should be legal?,R_3GqfvwZisvBFo0D-opinion-343,343-1-343
R_2UXIiPguhbcQGN8,344,opinion,1,344,What is your opinion on the death penalty?,R_2UXIiPguhbcQGN8-opinion-344,344-1-344
R_2U0gEnTkuaFm73R,345,opinion,1,345,Is it possible for someone to believe opposing doctrines?,R_2U0gEnTkuaFm73R-opinion-345,345-1-345
R_2ZBTNiOP8YDY9Z3,346,opinion,1,346,do you believe aliens exist?,R_2ZBTNiOP8YDY9Z3-opinion-346,346-1-346
R_2q3IZI7xSzGPyab,347,opinion,1,347,How has the Dobbs decision impacted you since it was completed?,R_2q3IZI7xSzGPyab-opinion-347,347-1-347
R_Q9rXxbqerJnSk1j,348,opinion,1,348,What is your skepticism concerning abortion?,R_Q9rXxbqerJnSk1j-opinion-348,348-1-348
R_3mfwPeoNicjZULN,349,opinion,1,349,Please describe your thoughts on hospitals limiting and/or restricting visitors due to the uprise in Covid 19,R_3mfwPeoNicjZULN-opinion-349,349-1-349
R_RfZbfeho6eel02d,350,opinion,1,350,What would it take for you to change your mind on abortion?,R_RfZbfeho6eel02d-opinion-350,350-1-350
R_rjr0JNv2MaLUKVb,351,opinion,1,351,What would you say is the best argument for abortions being readily available to all women who want that option?,R_rjr0JNv2MaLUKVb-opinion-351,351-1-351
R_OHhEu7e3L7oRJiV,352,opinion,1,352,Do you support abortion in all circumstances?,R_OHhEu7e3L7oRJiV-opinion-352,352-1-352
R_1mVntHgTjOnwqWu,353,opinion,1,353,What are the main causes of global warming?,R_1mVntHgTjOnwqWu-opinion-353,353-1-353
R_2AR6l7Mcm0kWF9T,354,opinion,1,354,How do you feel about gun control in one to two sentences?,R_2AR6l7Mcm0kWF9T-opinion-354,354-1-354
R_2VEowmvxCfPSfqQ,355,opinion,1,355,Should we make owning guns illegal?,R_2VEowmvxCfPSfqQ-opinion-355,355-1-355
R_UFLVO5tQCwzG9wZ,356,opinion,1,356,Do you think that women should be able to be in charge of their reproduction . Why,R_UFLVO5tQCwzG9wZ-opinion-356,356-1-356
R_1FRFBsTOdMcNRhQ,357,opinion,1,357,What did you think about the reversal of Roe Vs Wade?,R_1FRFBsTOdMcNRhQ-opinion-357,357-1-357
R_3LXWWZNH98H2ljv,358,opinion,1,358,How do you feel about hiring employees based on diversity and gender ?,R_3LXWWZNH98H2ljv-opinion-358,358-1-358
R_1pAV6cQpM2vdrjQ,359,opinion,1,359,"When it comes to abortion, are you pro-choice or pro-life?",R_1pAV6cQpM2vdrjQ-opinion-359,359-1-359
R_1LLnGqQQfiXoCxR,360,opinion,1,360,What is your stance on this issue and why do you feel that way?,R_1LLnGqQQfiXoCxR-opinion-360,360-1-360
R_rp5jJaUiQ06DWmt,361,opinion,1,361,"Do you think torture is ever justified, and if so, why?",R_rp5jJaUiQ06DWmt-opinion-361,361-1-361
R_2SI8K9AfV6APBx1,362,opinion,1,362,Do you think Donald Trump should be allowed to run for president in 2024?,R_2SI8K9AfV6APBx1-opinion-362,362-1-362
R_3EKGF9umZbitzGO,363,opinion,1,363,How do you feel about a 13 year old child that has been raped being denied an abortion?,R_3EKGF9umZbitzGO-opinion-363,363-1-363
R_3KGH4ukf6mrTTLE,364,opinion,1,364,Who do you think is most responsible for the political divide in the US today?,R_3KGH4ukf6mrTTLE-opinion-364,364-1-364
R_DV04ovA9uRwdJ7z,365,opinion,1,365,When do you believe life begins?,R_DV04ovA9uRwdJ7z-opinion-365,365-1-365
R_2AFtxMFFaetnpK1,366,opinion,1,366,If a politician is found buying votes to win an election what would you do?,R_2AFtxMFFaetnpK1-opinion-366,366-1-366
R_3EDSjdE3Pj55rP2,367,opinion,1,367,"How would you describe the term ""marriage'?",R_3EDSjdE3Pj55rP2-opinion-367,367-1-367
R_3hiNiEznfLNJU6p,368,opinion,1,368,How do you feel about abortion?,R_3hiNiEznfLNJU6p-opinion-368,368-1-368
R_DSq4cg9uNRAhHqN,369,opinion,1,369,In what situation or situations is abortion acceptable?,R_DSq4cg9uNRAhHqN-opinion-369,369-1-369
R_SCUZp4Y0PIkAtUt,370,opinion,1,370,What are your feelings on the recent vacating of Roe v. Wade?,R_SCUZp4Y0PIkAtUt-opinion-370,370-1-370
R_3PsOF2jKLcrkOga,371,opinion,1,371,How do you believe people who support abortion feel about the Roe vs wade reversal.,R_3PsOF2jKLcrkOga-opinion-371,371-1-371
